partner,Nom,mandate,state,signature_date,last_debit_date
000451,AMPA CEIP CÈRVOLA BLANCA,4510033120000000000000000000000000,valid,2014-09-01,2017-10-27
000452,AMPA ESCOLA JAUME II,4520032470000000000000000000000000,valid,2014-10-15,2017-10-27
000453,AMPA CEIP ROSA GISBERT,4530036830000000000000000000000000,valid,2015-12-01,2017-10-27
000454,APA CEIP MONTSANT,4540019310000000000000000000000000,valid,2014-09-19,2017-10-27
000456,AMPA CEIP MALAGRIDA,4560035830000000000000000000000000,valid,2016-10-01,2017-10-27
000458,AMPA ESCOLA PÉREZ SALA,4580032240000000000000000000000000,valid,2016-10-01,2017-10-27
000459,AMPA ESCOLA LES VINYES,4590029140000000000000000000000000,valid,2017-09-01,2017-10-27
000461,AMPA ESCOLA L'OLIVERA,4610011700000000000000000000000000,esborrany,2014-10-01,2017-10-27
000462,AFA ESCOLA SANT CRISTOFOL,4620033890000000000000000000000000,esborrany,2017-03-01,2017-10-27
000464,AMPA ESCOLA JOAN MIRO,4640010930000000000000000000000000,valid,2016-10-01,2017-10-27
000466,AMPA DE L'ESCOLA ANTONI GRAU MINGUELL,4660022380000000000000000000000000,valid,2015-10-01,2017-10-27
000467,AMPA CEIP GITANJALI,4670018260000000000000000000000000,esborrany,2015-08-01,2015-10-19
000468,AMPA ESCOLA CRISTÒFOR MESTRE,4680001380000000000000000000000000,valid,2014-10-01,2017-10-27
000469,AMPA ESCOLA JAUME VICENS VIVES,4690034860000000000000000000000000,esborrany,2016-10-01,2017-11-28
000470,AMPA ESCOLA MISERICORDIA,4700028190000000000000000000000000,valid,2014-10-01,2017-10-27
000471,AMPA ESCOLA LA MUNTANYETA,4710022140000000000000000000000000,valid,2014-10-20,2017-10-27
000472,AMPA ESCOLA ESTEVE CARLES,4720037430000000000000000000000000,valid,2014-10-01,2017-10-27
000473,AMPA CEIP JOAN DE MARGARIT,4730002730000000000000000000000000,valid,2015-03-02,2017-10-27
000475,AMPA  NAUSICA,4750004880000000000000000000000000,valid,2017-11-01,2017-11-24
000476,AMPA ESCOLA CALDERON DE LA BARCA,4760034640000000000000000000000000,esborrany,2015-10-01,2017-10-27
000477,AMPA CEIP RAMON FAUS I ESTEVE,4770005580000000000000000000000000,valid,2014-10-13,2017-10-27
000478,AMPA ESCOLA DE PRÀCTIQUES,4780031850000000000000000000000000,valid,2017-10-01,2017-10-27
000482,AMPA ESCOLA COLLSEROLA,4820036530000000000000000000000000,esborrany,2015-02-23,2017-10-27
000483,AMPA ESCOLA SALVADOR ESPRIU,4830013170000000000000000000000000,valid,2014-10-01,2017-10-27
000484,AMPA ESCOLA FONT FREDA,4840026640000000000000000000000000,valid,2017-09-01,2017-10-27
000485,AMPA ESCOLA  MONTESSORI,4850012250000000000000000000000000,valid,2015-02-24,2017-10-27
000486,APA CEIP CATALUNYA,4860027410000000000000000000000000,valid,2016-09-01,2017-10-27
000487,AMPA IES JOAN FUSTER,4870022660000000000000000000000000,esborrany,2017-09-01,2017-10-27
000488,AMPA INSTITUT J.V. FOIX,4880014950000000000000000000000000,valid,2014-10-14,2017-10-27
000491,AMPA CEIP SANT ANGEL,4910033130000000000000000000000000,valid,2015-08-01,2017-10-27
000494,AMPA CEIP SANT JORDI,4940006240000000000000000000000000,esborrany,2014-10-01,2017-10-27
000495,AMPA ESCOLA SANT JORDI,4950020790000000000000000000000000,valid,2015-04-29,2017-10-27
000496,AFA ESCOLA JOSE M. JUNCADELLA,4960025380000000000000000000000000,esborrany,2014-10-01,2017-10-27
000497,AMPA CEIP CARITAT SERIÑANA,4970001070000000000000000000000000,valid,2015-02-27,2017-10-27
000498,AMPA ESCOLA SANT ISIDRE,4980006180000000000000000000000000,valid,2016-10-01,2017-10-27
000499,AMPA CEIP PETIT PLANÇO,4990032930000000000000000000000000,valid,2014-10-01,2017-10-27
000502,AMPA ESCOLA MACIA COMPANYS,5020024690000000000000000000000000,valid,2015-02-23,2017-10-27
000503,AMPA CEIP  PAU VILA,5030030960000000000000000000000000,valid,2015-08-01,2017-10-27
000504,AMPA ESCOLA PAU CASALS,5040027090000000000000000000000000,valid,2015-02-20,2017-10-27
000505,AMPA ESCOLA RAMON LLULL,5050038460000000000000000000000000,esborrany,2014-10-10,2017-10-27
000506,AMPA ESCOLA PUIG D'ARQUES,5060021830000000000000000000000000,valid,2016-10-01,2017-10-27
000507,AFA DE L'ESCOLA ANGEL BAIXERAS,5070034630000000000000000000000000,valid,2014-12-01,2017-10-27
000509,APA CEIP PATUFET-SANT JORDI,5090019450000000000000000000000000,valid,2016-10-01,2017-11-28
000510,AMPA ESCOLA RAFAEL CASANOVA,5100039100000000000000000000000000,esborrany,2015-05-25,2017-10-27
000511,AMPA ESCOLA LES ROQUETES,5110023580000000000000000000000000,valid,2018-06-01,2017-10-27
000514,AMAPA ESCOLA PRÀCTIQUES,5140032850000000000000000000000000,esborrany,2014-10-17,2017-10-27
000515,AMPA CEIP CAVALL BERNAT,5150021840000000000000000000000000,valid,2017-10-01,2017-11-24
000516,AMPA CEIP ANNEXA JOAN PUIGBERT,5160000600000000000000000000000000,valid,2014-10-01,2017-10-27
000517,AFA ESCOLA JOSEP MARIA JUJOL,5170032860000000000000000000000000,esborrany,2018-06-01,2017-10-27
000518,AMPA ESCOLA RAMON CASTELLTORT,5180032260000000000000000000000000,esborrany,2014-10-01,2017-10-27
000519,APA CEIP LLUIS VIVES,5190033140000000000000000000000000,valid,2016-10-01,2017-10-27
000522,AMPA ESCOLA LA VALL D'OSOR,5220011430000000000000000000000000,valid,2014-10-20,2017-10-27
000523,APA CEIP L'ESTEL-SAGRERA,5230029980000000000000000000000000,esborrany,2014-09-30,2017-10-27
000527,APA CEIP VALL ONDARA,5270020390000000000000000000000000,valid,2016-10-01,2017-10-27
000528,AMPA CEIP GERMANS AMAT I TARGA,5280027830000000000000000000000000,valid,2016-10-01,2017-10-27
000530,AFA ESCOLA MONTSENY,5300034620000000000000000000000000,valid,2016-10-01,2017-10-27
000531,AMPA ESCOLA CHARLES DARWIN,5310022540000000000000000000000000,valid,2014-10-01,2017-10-27
000532,AMPA LES COMETES,5320027140000000000000000000000000,valid,2016-10-01,2017-11-28
000533,AMPA ESCOLA SIMEO RABASA,5330013700000000000000000000000000,valid,2014-10-20,2017-10-27
000536,AFA ESCOLA POMPEU FABRA,5360012720000000000000000000000000,valid,2015-07-01,2017-10-25
000538,Afán pompeu fabra,5380012730000000000000000000000000,esborrany,2016-11-01,2017-10-27
000540,AMPA ESCOLA BUSQUETS I PUNSET,5400038620000000000000000000000000,esborrany,2014-10-17,2017-10-27
000541,AMPA CEIP LLAGUT,5410003900000000000000000000000000,esborrany,2015-04-08,2017-10-27
000544,AMPA ESCOLA PAU CASALS GRÀCIA,5440012540000000000000000000000000,valid,2015-03-03,2017-10-27
000545,AMPA ESCOLA EL TURÓ,5450027770000000000000000000000000,valid,2014-10-01,2017-10-27
000546,AMPA CEIP PUIGGRACIOS,5460038790000000000000000000000000,esborrany,2014-10-01,2017-10-27
000547,AMPA ESCOLA JOAN MARAGALL,5470018380000000000000000000000000,valid,2018-06-01,2017-10-27
000548,AMPA ESCOLA SANT ESTEVE,5480036440000000000000000000000000,valid,2014-10-01,2017-10-27
000551,AMPA CEIP LA PALMERA,5510024700000000000000000000000000,esborrany,2015-02-20,2017-10-27
000552,AMPA ESCOLA SETELSIS,5520013690000000000000000000000000,valid,2015-06-01,2017-02-21
000553,AMPA IE RAMONA CALVET,5530015410000000000000000000000000,valid,2018-07-01,2017-10-27
000554,AMPA CEIP PLA DE DALT,5540030890000000000000000000000000,esborrany,2014-10-01,2017-10-27
000555,AMPA ESCOLA ELS LLORERS,5550010130000000000000000000000000,valid,2017-09-01,2017-10-27
000556,AMPA ESCOLA JOSÉ ECHEGARAY,5560033900000000000000000000000000,esborrany,2014-12-01,2017-10-27
000557,AMPA ESCOLA EL MIRACLE,5570037670000000000000000000000000,valid,2015-02-23,2017-10-27
000558,AMPA ESCOLA BALTASAR SEGÚ,5580009190000000000000000000000000,valid,2014-10-01,2017-10-27
000560,APA ESCOLA EL TURÓ,5600020820000000000000000000000000,valid,2015-12-01,2017-10-27
000561,AMPA CEIP GERMANS CORBELLA,5610024710000000000000000000000000,valid,2015-02-24,2017-10-27
000563,AMAP CEIP LLEBEIG,5630021850000000000000000000000000,valid,2016-10-01,2017-11-28
000565,AMPA ESCOLA JOAN MARAGALL,5650034990000000000000000000000000,esborrany,2017-10-01,2017-10-27
000566,AMPA CEIP NABI,5660021860000000000000000000000000,valid,2014-10-01,2017-10-27
000567,AMPA CEIP LA BARQUERA,5670003210000000000000000000000000,valid,2014-10-06,2017-10-27
000570,AFA CEIP DOVELLA,5700037580000000000000000000000000,valid,2015-02-20,2017-10-27
000571,AMPA MESTRE GIBERT I CAMINS,5710039610000000000000000000000000,valid,2015-03-30,2017-10-27
000572,AMPA ESCOLA EL SOLELL,5720022670000000000000000000000000,valid,2017-11-01,2017-11-24
000574,AMPA ESCOLA MARE DE DEU DEL LLEDO,5740011830000000000000000000000000,valid,2014-10-07,2017-10-27
000575,AMPA ESCOLA SCHOLA,5750022400000000000000000000000000,valid,2015-02-24,2017-10-27
000576,AMPA FUNDACIÓ ESCOLA MOWGLI,5760014100000000000000000000000000,valid,2017-10-01,2017-10-27
000577,AMPA CEIP SANT JOAN,5770031250000000000000000000000000,valid,2018-07-01,2017-10-27
000578,AFA ESCOLA TÀBER,5780006580000000000000000000000000,valid,2014-10-16,2017-10-27
000579,AMPA ESCOLA CAN ROCA,5790022100000000000000000000000000,valid,2015-02-27,2017-10-27
000580,AMPA ESCOLA FERRER I GUÀRDIA,5800025900000000000000000000000000,valid,2014-10-01,2017-10-27
000581,AMPA ESCOLA SANT JAUME,5810014080000000000000000000000000,valid,2014-10-01,2017-10-27
000582,AMPA ESCOLA XERTA,5820014030000000000000000000000000,esborrany,2016-02-01,2017-10-27
000583,"AMPA LLASTRES, ESCOLA MESTRAL",5830027650000000000000000000000000,esborrany,2015-02-20,2017-10-27
000584,AMPA CEIP RIUMAR,5840036120000000000000000000000000,valid,2014-10-15,2017-10-27
000585,AMPA ESCOLA EMILI CARLES TOLRA,5850037810000000000000000000000000,valid,2015-02-23,2017-10-27
000586,APA CEIP GAYARRE,5860026660000000000000000000000000,valid,2014-10-01,2017-10-27
000588,AMPA ESCOLA MARE DE DÉU DEL ROSER,5880033300000000000000000000000000,valid,2014-10-01,2018-05-28
000589,AMPA ESCOLA ÀNGELS GARRIGA,5890009000000000000000000000000000,valid,2015-08-01,2017-10-27
000590,AFA ESCOLA MARINADA,5900019090000000000000000000000000,esborrany,2017-05-01,2017-10-27
000591,AMPA CEIP PAU VILA,5910005120000000000000000000000000,esborrany,2017-10-01,2017-11-28
000592,AMPA CEIP MANUEL ORTIZ,5920031680000000000000000000000000,valid,2015-08-01,2017-10-27
000593,AMPA ESCOLA ARC D'ADÀ,5930009090000000000000000000000000,valid,2016-10-01,2017-11-28
000594,AMPA ESCOLA GIRONELLA,5940026920000000000000000000000000,valid,2015-02-24,2017-10-27
000595,AMPA IES HOSTELERIA SANT NARCIS,5950027300000000000000000000000000,esborrany,2014-10-01,2017-10-27
000596,AMPA ESCOLA LA TORRETA,5960011400000000000000000000000000,valid,2014-10-01,2017-10-27
000597,AMPA ESCOLA CARLIT,5970036210000000000000000000000000,valid,2016-06-01,2017-10-27
000600,AMPA ESCOLA ESTEL-GUINARDO,6000010300000000000000000000000000,valid,2014-10-01,2017-10-27
000601,AMPA ESCOLA GASPAR DE QUERALT,6010034610000000000000000000000000,esborrany,2015-05-25,2017-10-27
000602,AMPA LLEVANTÍ DE MAR,6020034920000000000000000000000000,esborrany,2015-08-01,2017-10-27
000604,AMPA ESCOLA SANTA MARIA DEL MAR,6040013260000000000000000000000000,valid,2014-10-01,2017-10-27
000605,AMPA CEIP LA BASSA,6050018530000000000000000000000000,valid,2017-05-01,2017-10-27
000607,AMPA CEIP LA GARALDA,6070018580000000000000000000000000,valid,2015-02-25,2017-10-27
000608,AMPA CEIP MONTBUI,6080031750000000000000000000000000,esborrany,2017-09-01,2017-10-27
000609,AMPA ESCOLA ELS SECALLETS,6090010180000000000000000000000000,valid,2017-10-01,2017-11-24
000611,AMPA CEIP DR. SOBREQUES,6110033730000000000000000000000000,esborrany,2015-02-26,2017-10-27
000612,AMPA ESCOLA SANT JULIÀ,6120013470000000000000000000000000,valid,2014-10-01,2017-10-27
000613,AMPA ESCOLA ITACA,6130010720000000000000000000000000,valid,2015-02-25,2017-10-27
000614,AMPA CEIP TURO DEL CARGOL,6140006840000000000000000000000000,valid,2016-07-01,2017-10-27
000615,AMPA ESCOLA AVINYONET DEL PENEDÈS,6150022120000000000000000000000000,valid,2014-10-01,2017-10-27
000616,AMPA ESCOLA PAX,6160032520000000000000000000000000,valid,2016-10-01,2017-10-27
000618,AFA CEIP PROVENÇALS,6180024800000000000000000000000000,valid,2015-02-26,2017-10-27
000619,APA CEIP SAGRADA FAMILIA,6190022130000000000000000000000000,valid,2014-10-20,2017-10-27
000620,AMPA ESCOLA SANT ROC,6200013570000000000000000000000000,valid,2014-09-23,2017-10-27
000621,AMPA CEIP MAS CLARÀ,6210024720000000000000000000000000,valid,2014-10-28,2017-10-27
000622,AMPA ESCOLA LES SALINES,6220011580000000000000000000000000,esborrany,2016-10-01,2017-10-27
000623,AMPA ESCOLA MOSSÈN ALBERT VIVES,6230026930000000000000000000000000,valid,2014-12-01,2017-10-27
000624,AMPA CEIP GERMANES BERTOMEU,6240039000000000000000000000000000,valid,2014-10-10,2017-10-27
000625,AMPA CEIP JOAQUIM VALLMAJO,6250002980000000000000000000000000,valid,2014-10-01,2017-10-27
000626,AMPA ESCOLA BALOO,6260017340000000000000000000000000,valid,2015-02-25,2017-10-27
000627,AMPA ESCOLA BARRUFET,6270032940000000000000000000000000,valid,2014-10-01,2017-10-27
000629,AMPA ESCOLA JOAN CASAS,6290038480000000000000000000000000,valid,2015-05-25,2017-10-27
000631,AMPA CEIP CASTANYER,6310001160000000000000000000000000,valid,2018-05-01,2017-10-27
000632,AMPA CEIP LA FARIGOLA DE VALLCARCA,6320022170000000000000000000000000,valid,2014-10-01,2017-10-27
000634,AMPA CEIP ESCOLA TAQUÍGRAF GARRIGA,6340035770000000000000000000000000,esborrany,2014-10-01,2017-10-27
000635,AMPA CEIP ESCOLA LLAR LLUIS MARIA MESTRES I MARTI,6350002170000000000000000000000000,valid,2016-10-01,2017-10-27
000637,APA CEIP BARRUFET,6370035930000000000000000000000000,valid,2018-02-01,2017-10-27
000638,AMPA CEIP CAN PUIG,6380037060000000000000000000000000,valid,2015-02-24,2017-10-27
000639,AMPA ESCOLA LES PINEDIQUES,6390035670000000000000000000000000,esborrany,2014-10-01,2017-10-27
000641,AMPA CEIP PLA DE L'AMETLLER,6410005260000000000000000000000000,valid,2017-10-01,2017-11-24
000642,AMPA CEIP LA VALL DEL TERRI,6420033820000000000000000000000000,valid,2015-07-01,2017-10-27
000646,AMPA CEIP MARE DE DÉU DE MONTSERRAT,6460030090000000000000000000000000,valid,2017-03-01,2017-10-27
000647,AMPA ESCOLA JACINT VERDAGUER,6470010760000000000000000000000000,valid,2017-09-01,2017-10-27
000648,AMPA CEIP MONTSERRAT,6480022690000000000000000000000000,valid,2017-09-01,2017-10-27
000649,AMPA ESCOLA JAUME BALMES,6490027910000000000000000000000000,valid,2015-02-26,2017-10-27
000650,APE LYCEE FRANÇAIS,6500028520000000000000000000000000,valid,2016-10-01,2017-10-27
000651,AMPA ESCOLA PEDRALTA,6510028500000000000000000000000000,valid,2016-10-01,2017-11-28
000652,AMPA CEIP ITACA,6520002640000000000000000000000000,valid,2014-10-01,2017-10-27
000653,AMPA CEIP JARDI,6530022060000000000000000000000000,valid,2014-10-01,2017-10-27
000655,APA CEIP SALVADOR ESPRIU,6550019800000000000000000000000000,valid,2015-10-01,2017-10-27
000657,AMIPA ESCOLA SANT RAMON,6570037620000000000000000000000000,esborrany,2015-10-01,2017-10-27
000658,AMPA CEIP PIT ROIG,6580029160000000000000000000000000,esborrany,2015-08-01,2017-10-27
000659,AMPA CEIP SALVADOR LLOBET,6590028720000000000000000000000000,valid,2015-02-24,2017-10-27
000660,AMPA CEIP FORN D'ANELLS,6600002320000000000000000000000000,valid,2015-02-23,2017-10-27
000661,AMPA CEIP EL ROSER,6610001810000000000000000000000000,valid,2015-03-05,2017-10-27
000662,AMPA CEIP DE BORDILS,6620030760000000000000000000000000,valid,2017-10-01,2017-10-27
000663,AMPA ESCOLA COMTES DE LACAMBRA,6630017630000000000000000000000000,esborrany,2015-10-01,2017-10-27
000665,AMPA CEIP MARE DEU DE LA MUNTANYA,6650024740000000000000000000000000,esborrany,2015-10-01,2017-10-27
000666,AMPA CEIP SANT VICENÇ,6660020110000000000000000000000000,valid,2014-10-14,2017-10-27
000667,AMPA ESCOLA J.J.RÀFOLS DE TORRELAVIT,6670035760000000000000000000000000,esborrany,2015-03-07,2017-10-27
000668,AMPA ESCOLA RAMON MUNTANER,6680002200000000000000000000000000,valid,2016-09-01,2017-10-27
000669,AMPA ESCOLA ESPIGA,6690036710000000000000000000000000,valid,2014-10-01,2017-10-27
000670,AMPA CEIP L'ALBER,6700036880000000000000000000000000,esborrany,2014-12-01,2017-10-27
000671,AMPA FOLCH I TORRES,6710018120000000000000000000000000,valid,2014-10-01,2017-10-27
000672,AMPA ESCOLA ALBIRKA,6720031570000000000000000000000000,esborrany,2017-11-01,2017-11-24
000673,APA CEIP MARE DE DEU DE LA MERCE,6730027430000000000000000000000000,valid,2014-10-15,2017-10-27
000674,AMPA MAS I PERERA,6740022450000000000000000000000000,valid,2017-09-01,2017-10-27
000675,AMPA ESCOLA ZER BARIDÀ BATLLIÀ,6750014040000000000000000000000000,valid,2017-09-01,2017-10-27
000676,AMPA ESCOLA SANT SALVADOR,6760013590000000000000000000000000,esborrany,2015-02-24,2017-10-27
000677,AMPA EIXIMENIS,6770034600000000000000000000000000,esborrany,2016-06-01,2017-10-27
000678,APA CEIP SANT BONIFACI,6780019890000000000000000000000000,valid,2015-08-01,2017-10-27
000679,AMPA ESCOLA RAIERS,6790012930000000000000000000000000,valid,2014-10-27,2017-10-27
000680,AFA CEIP TORRE BARONA,6800036970000000000000000000000000,esborrany,2014-10-01,2017-10-27
000682,AMPA CEIP MONT-ROIG,6820037610000000000000000000000000,valid,2014-10-01,2017-10-27
000683,AFA IE FRANCESC CAMBÓ,6830014170000000000000000000000000,valid,2017-11-01,2017-11-24
000684,AMPA CEIP JOAN BRUGUERA,6840031470000000000000000000000000,valid,2015-02-25,2017-10-27
000685,AMPA ESCOLA ALBA,6850008940000000000000000000000000,valid,2015-02-04,2017-10-27
000686,AMPA ESCOLA LA CREU I LLAR D'INFANTS RALET RALET,6860011170000000000000000000000000,valid,2017-09-01,2017-11-28
000687,AMPA ESCOLA JOAN MARAGALL,6870028680000000000000000000000000,esborrany,2017-10-01,2017-10-27
000688,AMPA CEIP BORREDÀ,6880038920000000000000000000000000,esborrany,2014-10-19,2017-10-27
000689,APA CEIP TORREBESSES,6890020300000000000000000000000000,valid,2016-07-01,2017-10-27
000690,AMPA CEIP ALEJANDRO CASONA,6900000430000000000000000000000000,esborrany,2014-10-14,2017-10-27
000691,AMPA ESCOLA PINYANA ALFARRAS,6910033330000000000000000000000000,valid,2015-02-23,2017-10-27
000692,AMPA ESCOLA JOSEP MADRENYS,6920003050000000000000000000000000,valid,2015-10-01,2017-10-27
000693,AMPA CEIP MESTRAL,6930033220000000000000000000000000,valid,2018-03-01,2017-10-25
000694,AMPA CEIP BITEM,6940000820000000000000000000000000,valid,2014-10-01,2017-10-27
000697,AMPA ESCOLA BLANCA DE VILALLONGA,6970032950000000000000000000000000,valid,2014-10-01,2017-10-27
000699,APA CEIP LES CORTS,6990018770000000000000000000000000,valid,2016-10-01,2017-10-27
000702,APA ESCOLA BONAVISTA,7020032450000000000000000000000000,valid,2015-02-23,2017-11-24
000703,AMPA ESCOLA  MIQUEL GRANELL,7030038320000000000000000000000000,valid,2016-10-01,2017-10-27
000704,AMPA ESCOLA ANTONI ROIG,7040022700000000000000000000000000,valid,2014-09-26,2017-10-27
000705,AMPA ESCOLA PEGASO,7050005150000000000000000000000000,valid,2016-10-01,2017-10-27
000706,AMPA ESCOLA TORRES JONAMA,7060013850000000000000000000000000,esborrany,2014-09-25,2017-10-27
000707,AMPA CEIP DALMAU CARLES,7070001400000000000000000000000000,esborrany,2016-10-01,2017-10-27
000708,AMPA ESCOLA SANTIAGO RATÉS,7080006140000000000000000000000000,valid,2017-12-01,2017-10-27
000709,AMPA CEIP LA NOGUERA,7090038410000000000000000000000000,esborrany,2014-10-01,2017-10-27
000710,AMPA ESCOLA LA SALUT COLL,7100011350000000000000000000000000,valid,2015-02-24,2017-10-27
000711,AMPA CEIP EDUMAR,7110017790000000000000000000000000,esborrany,2014-10-01,2017-10-27
000712,AMPA ESCOLA MALLORCA,7120022710000000000000000000000000,valid,2014-10-01,2017-10-27
000713,AMPA CEIP LES MORERES,7130003780000000000000000000000000,valid,2014-09-29,2017-10-27
000714,AMPA ESCOLA DE RIUDELLOTS DE LA SELVA,7140037970000000000000000000000000,valid,2018-06-01,2017-10-27
000715,AMPA CEIP FINESTRES,7150002240000000000000000000000000,esborrany,2014-10-01,2017-10-27
000716,AMPA ESCOLA JOAN REGLA,7160010960000000000000000000000000,valid,2014-10-01,2017-10-27
000717,AMPA MONTJUÏC,7170004670000000000000000000000000,valid,2014-10-23,2017-10-27
000718,AMPA ESCOLA CAMI DEL CROS,7180009380000000000000000000000000,valid,2015-03-02,2017-10-27
000719,AMPA CEIP LES ESCOMES,7190003730000000000000000000000000,valid,2017-10-01,2017-10-27
000720,AMPA CEIP SANTA MARGARIDA,7200006020000000000000000000000000,valid,2014-10-01,2017-10-27
